gr,recn,yearStart,yearEnd
TQ27,2,2016,2023
TQ28,6,2013,2022
TQ19,2,2014,2021
TQ18,10,2015,2023
TQ29,4,2020,2022
TQ38,4,2016,2022
TQ16,1,2022,2022
TQ17,1,2023,2023
