gr,recn,yearStart,yearEnd
TQ29,36,2010,2023
TQ28,20,2014,2023
TQ18,21,2020,2023
TQ27,10,2014,2023
TQ16,10,2017,2022
TQ38,11,2013,2023
TQ17,3,2023,2023
TQ39,16,2022,2023
TQ19,1,2014,2014
TQ08,1,2022,2022
