gr,recn,yearStart,yearEnd
TQ27,1,2016,2016
TQ18,3,2016,2019
TQ38,1,2016,2016
TQ28,3,2017,2019
TQ29,4,2020,2022
TQ39,1,2023,2023
TQ19,1,2013,2013
