gr,recn,yearStart,yearEnd
TQ29,54,2010,2023
TQ38,7,2016,2023
TQ18,22,2016,2023
TQ28,16,2014,2023
TQ39,4,2012,2023
TQ27,14,2007,2023
TQ17,2,2018,2018
TQ16,4,2018,2022
TQ19,3,2014,2021
