gr,recn,yearStart,yearEnd
TQ16,8,2018,2022
TQ18,15,2019,2023
TQ28,22,2013,2023
TQ27,19,2003,2023
TQ39,7,2022,2023
TQ29,41,2010,2023
TQ19,4,2013,2021
TQ38,2,2022,2022
TQ17,1,2018,2018
