gr,recn,yearStart,yearEnd
TQ29,34,2010,2023
TQ27,13,2007,2021
TQ28,21,2013,2022
TQ18,14,2021,2023
TQ17,2,2017,2023
TQ38,3,2016,2022
TQ16,4,2018,2022
TQ39,3,2012,2023
