gr,recn,yearStart,yearEnd
TQ28,12,2014,2023
TQ29,18,2010,2023
TQ38,2,2022,2022
TQ17,2,2018,2023
TQ19,2,2013,2014
TQ18,5,2016,2023
TQ27,10,2007,2023
