gr,recn,yearStart,yearEnd
TQ18NW,3,2021,2022
TQ29SE,9,2019,2023
TQ38NW,5,2018,2023
TQ18SE,4,2023,2023
TQ28SE,1,2018,2018
TQ39NW,2,2022,2023
TQ29SW,3,2023,2023
TQ18NE,3,2021,2022
TQ19SE,1,2014,2014
TQ28NE,2,2016,2018
TQ38SW,1,2022,2022
TQ28NW,4,2022,2023
TQ39SW,1,2023,2023
