gr,recn,yearStart,yearEnd
TQ27NE,1,2016,2016
TQ18SE,3,2016,2019
TQ38NW,1,2016,2016
TQ28NE,3,2017,2019
TQ29SE,4,2020,2022
TQ39NW,1,2023,2023
TQ19SE,1,2013,2013
