gr,recn,yearStart,yearEnd
TQ28NE,6,2013,2018
TQ18NE,1,2022,2022
TQ39NW,1,2023,2023
TQ16NE,1,2022,2022
TQ16NW,1,2022,2022
TQ27NE,1,2007,2007
TQ28SE,1,2021,2021
