gr,recn,yearStart,yearEnd
TQ18SE,1,2023,2023
TQ27NW,2,2023,2023
TQ27NE,5,2010,2021
TQ19SE,3,2013,2014
TQ16NE,1,2022,2022
TQ18NE,1,2022,2022
TQ28NE,6,2013,2018
