gr,recn,yearStart,yearEnd
TQ29SE,5,2010,2022
TQ38NE,1,2022,2022
TQ27NE,11,2008,2021
TQ38NW,2,2018,2023
TQ27NW,2,2014,2023
TQ28NW,1,2023,2023
TQ18SE,1,2015,2015
TQ28NE,1,2018,2018
TQ28SE,1,2018,2018
