gr,recn,yearStart,yearEnd
TQ29SE,30,2010,2023
TQ29SW,5,2022,2023
TQ28NE,14,2014,2023
TQ18NE,12,2020,2022
TQ27NE,4,2016,2016
TQ16NW,6,2017,2022
TQ38SE,1,2022,2022
TQ17SW,3,2023,2023
TQ39NW,12,2022,2023
TQ38SW,4,2022,2022
TQ38NW,6,2013,2023
TQ29NE,1,2022,2022
TQ39SE,1,2023,2023
TQ28SE,2,2018,2018
TQ27NW,6,2014,2023
TQ18SE,7,2023,2023
TQ18NW,2,2021,2022
TQ16NE,4,2022,2022
TQ28NW,4,2022,2023
TQ19SE,1,2014,2014
TQ39SW,3,2022,2023
TQ08NE,1,2022,2022
