gr,recn,yearStart,yearEnd
TQ17SW,1,2018,2018
TQ17NE,1,2007,2007
TQ39NW,3,2022,2022
TQ27NW,1,2023,2023
TQ18SE,3,2023,2023
TQ27NE,2,2008,2019
TQ39SW,1,2023,2023
TQ29NE,1,2022,2022
TQ19SE,1,2021,2021
TQ09SE,1,2022,2022
