gr,recn,yearStart,yearEnd
TQ38NE,1,2022,2022
TQ27NE,11,2000,2021
TQ27NW,2,2019,2023
TQ28NE,5,2015,2018
TQ18SE,6,2019,2023
TQ29SE,7,2010,2023
TQ17SW,1,2023,2023
TQ18NW,2,2021,2022
TQ16NW,1,2017,2017
TQ28SE,2,2014,2018
TQ38SE,3,2022,2022
TQ38SW,4,2022,2022
TQ18NE,5,2020,2022
TQ38NW,1,2022,2022
