gr,recn,yearStart,yearEnd
TQ29SE,49,2010,2023
TQ38SE,3,2022,2022
TQ38NW,3,2016,2023
TQ18SE,4,2016,2023
TQ28NE,13,2014,2023
TQ18NE,14,2020,2022
TQ39NW,2,2022,2023
TQ27NE,11,2007,2021
TQ18NW,4,2021,2022
TQ28SE,3,2018,2021
TQ17SW,1,2018,2018
TQ16NW,2,2018,2022
TQ29SW,5,2022,2023
TQ16NE,2,2022,2022
TQ19SE,3,2014,2021
TQ27NW,3,2019,2023
TQ38SW,1,2022,2022
TQ39SE,2,2012,2012
TQ17SE,1,2018,2018
