gr,recn,yearStart,yearEnd
TQ17SW,3,2019,2023
TQ28NE,32,2013,2023
TQ27NE,11,2007,2017
TQ18SE,12,2015,2023
TQ29SW,5,2022,2023
TQ29SE,10,2010,2023
TQ16NW,2,2017,2018
TQ19SE,5,2013,2021
TQ38NW,3,2022,2023
TQ27NW,3,2014,2023
TQ08NE,2,2022,2022
TQ29NE,3,2022,2022
TQ39SW,2,2023,2023
TQ38SE,1,2015,2015
TQ39NW,3,2022,2023
TQ38SW,1,2022,2022
TQ18NE,2,2021,2022
TQ28SE,1,2018,2018
