gr,recn,yearStart,yearEnd
TQ16NW,4,2018,2022
TQ18NE,5,2020,2022
TQ28SE,4,2018,2021
TQ27NE,14,2003,2021
TQ39NW,6,2022,2023
TQ27NW,5,2023,2023
TQ29SE,37,2010,2023
TQ18SE,7,2019,2023
TQ28NE,17,2013,2022
TQ19SE,4,2013,2021
TQ29SW,4,2022,2023
TQ38NW,1,2022,2022
TQ18NW,3,2022,2022
TQ16NE,4,2022,2022
TQ39SW,1,2023,2023
TQ17SW,1,2018,2018
TQ28NW,1,2023,2023
TQ38SE,1,2022,2022
