gr,recn,yearStart,yearEnd
TQ27NW,1,2023,2023
TQ28NE,4,2013,2022
TQ19SE,2,2014,2021
TQ18SE,6,2015,2023
TQ18NW,1,2022,2022
TQ18NE,3,2022,2022
TQ29SE,3,2020,2022
TQ38NW,3,2016,2018
TQ27NE,1,2016,2016
TQ16NE,1,2022,2022
TQ28NW,1,2022,2022
TQ38SW,1,2022,2022
TQ28SE,1,2018,2018
TQ29SW,1,2022,2022
TQ17SW,1,2023,2023
