taxon,period,count
taxon,2023,47
taxon,2019,5
taxon,2022,47
taxon,2016,5
taxon,2017,2
taxon,2021,10
taxon,2014,4
taxon,2018,4
taxon,2020,3
taxon,2010,1
taxon,2013,1
