taxon,period,count
taxon,2023,17
taxon,2021,16
taxon,2016,2
taxon,2022,26
taxon,2008,2
taxon,2017,12
taxon,2018,7
taxon,2020,2
taxon,2012,1
taxon,2011,1
taxon,2014,1
taxon,2019,2
taxon,2007,1
taxon,2013,1
taxon,2010,2
taxon,2015,1
