taxon,period,count
taxon,2020,1
taxon,2022,2
taxon,2019,2
taxon,2014,3
taxon,2018,3
taxon,2015,3
taxon,2008,3
taxon,2011,1
taxon,2021,2
taxon,2010,2
taxon,2023,3
