taxon,period,count
taxon,2022,13
taxon,2007,1
taxon,2016,1
taxon,2023,8
taxon,2017,4
taxon,2021,5
taxon,2020,2
taxon,2019,3
taxon,2018,4
taxon,2003,2
taxon,2014,2
taxon,2010,1
taxon,2000,3
taxon,2008,1
taxon,2015,1
