taxon,period,count
taxon,2022,29
taxon,2021,15
taxon,2018,9
taxon,2014,6
taxon,2023,31
taxon,2017,6
taxon,2010,2
taxon,2019,7
taxon,2020,3
taxon,2007,1
taxon,2008,3
taxon,2013,3
taxon,2003,2
taxon,2016,2
