taxonId,taxon
epinotia_nisella,Epinotia nisella
epinotia_ramella,Epinotia ramella
epinotia_rubiginosana,Epinotia rubiginosana
epinotia_signatana,Epinotia signatana
epinotia_solandriana,Epinotia solandriana
epinotia_sordidana,Epinotia sordidana
epinotia_subocellana,Epinotia subocellana
epinotia_tedella,Epinotia tedella
epinotia_tenerana,Epinotia tenerana
epinotia_tetraquetrana,Epinotia tetraquetrana
epinotia_trigonella,Epinotia trigonella
epione_repandaria,Epione repandaria
epione_vespertaria,Epione vespertaria
epiphyas_postvittana,Epiphyas postvittana
epirrhoe,Epirrhoe
epirrhoe_alternata,Epirrhoe alternata
epirrhoe_alternata_alternata,Epirrhoe alternata alternata
epirrhoe_galiata,Epirrhoe galiata
epirrhoe_rivata,Epirrhoe rivata
epirrhoe_tristata,Epirrhoe tristata
epirrita,Epirrita
epirrita_autumnata,Epirrita autumnata
epirrita_christyi,Epirrita christyi
epirrita_dilutata,Epirrita dilutata
epirrita_dilutata_agg_,Epirrita dilutata agg.
epirrita_filigrammaria,Epirrita filigrammaria
erannis_defoliaria,Erannis defoliaria
eriocrania_cicatricella,Eriocrania cicatricella
eriocrania_salopiella,Eriocrania salopiella
eriocrania_sangii,Eriocrania sangii
eriocrania_semipurpurella,Eriocrania semipurpurella
eriocrania_sparrmannella,Eriocrania sparrmannella
eriocrania_unimaculella,Eriocrania unimaculella
eriocraniidae,Eriocraniidae
eriogaster_lanestris,Eriogaster lanestris
eriopsela_quadrana,Eriopsela quadrana
esperia_sulphurella,Esperia sulphurella
eublemma_ostrina,Eublemma ostrina
eublemma_parva,Eublemma parva
euchoeca_nebulata,Euchoeca nebulata
euclidia_glyphica,Euclidia glyphica
eucosma_aspidiscana,Eucosma aspidiscana
eucosma_campoliliana,Eucosma campoliliana
eucosma_cana,Eucosma cana
eucosma_hohenwartiana,Eucosma hohenwartiana
eucosma_lacteana,Eucosma lacteana
eucosma_obumbratana,Eucosma obumbratana
eucosma_tripoliana,Eucosma tripoliana
eudemis_profundana,Eudemis profundana
eudonia,Eudonia
eudonia_angustea,Eudonia angustea
eudonia_delunella,Eudonia delunella
eudonia_lacustrata,Eudonia lacustrata
eudonia_lineola,Eudonia lineola
eudonia_mercurella,Eudonia mercurella
eudonia_murana,Eudonia murana
eudonia_pallida,Eudonia pallida
eudonia_truncicolella,Eudonia truncicolella
eugnorisma_depuncta,Eugnorisma depuncta
eugnorisma_glareosa,Eugnorisma glareosa
eugnorisma_glareosa_form_edda,Eugnorisma glareosa form edda
eugnorisma_glareosa_subsp__glareosa,Eugnorisma glareosa subsp. glareosa
eulia_ministrana,Eulia ministrana
eulithis_mellinata,Eulithis mellinata
eulithis_populata,Eulithis populata
eulithis_prunata,Eulithis prunata
eulithis_testata,Eulithis testata
euphyia_biangulata,Euphyia biangulata
euphyia_unangulata,Euphyia unangulata
eupithecia,Eupithecia
eupithecia_abbreviata,Eupithecia abbreviata
eupithecia_abietaria,Eupithecia abietaria
eupithecia_absinthiata,Eupithecia absinthiata
eupithecia_absinthiata_form_goossensiata,Eupithecia absinthiata form goossensiata
eupithecia_assimilata,Eupithecia assimilata
eupithecia_centaureata,Eupithecia centaureata
eupithecia_distinctaria,Eupithecia distinctaria
eupithecia_distinctaria_subsp__constrictata,Eupithecia distinctaria subsp. constrictata
eupithecia_dodoneata,Eupithecia dodoneata
eupithecia_exiguata,Eupithecia exiguata
eupithecia_exiguata_subsp__exiguata,Eupithecia exiguata subsp. exiguata
eupithecia_expallidata,Eupithecia expallidata
eupithecia_haworthiata,Eupithecia haworthiata
eupithecia_icterata,Eupithecia icterata
eupithecia_icterata_subsp__subfulvata,Eupithecia icterata subsp. subfulvata
eupithecia_indigata,Eupithecia indigata
eupithecia_innotata,Eupithecia innotata
eupithecia_intricata,Eupithecia intricata
eupithecia_intricata_subsp__arceuthata,Eupithecia intricata subsp. arceuthata
eupithecia_intricata_subsp__millieraria,Eupithecia intricata subsp. millieraria
eupithecia_inturbata,Eupithecia inturbata
eupithecia_irriguata,Eupithecia irriguata
eupithecia_lariciata,Eupithecia lariciata
eupithecia_linariata,Eupithecia linariata
eupithecia_nanata,Eupithecia nanata
eupithecia_pimpinellata,Eupithecia pimpinellata
eupithecia_plumbeolata,Eupithecia plumbeolata
eupithecia_pulchellata,Eupithecia pulchellata
eupithecia_pulchellata_subsp__pulchellata,Eupithecia pulchellata subsp. pulchellata
eupithecia_pusillata,Eupithecia pusillata
eupithecia_pusillata_subsp__pusillata,Eupithecia pusillata subsp. pusillata
eupithecia_pygmaeata,Eupithecia pygmaeata
eupithecia_satyrata,Eupithecia satyrata
eupithecia_satyrata_satyrata,Eupithecia satyrata satyrata
eupithecia_satyrata_subsp__callunaria,Eupithecia satyrata subsp. callunaria
eupithecia_simpliciata,Eupithecia simpliciata
eupithecia_subfuscata,Eupithecia subfuscata
eupithecia_subumbrata,Eupithecia subumbrata
eupithecia_succenturiata,Eupithecia succenturiata
eupithecia_tantillaria,Eupithecia tantillaria
eupithecia_tenuiata,Eupithecia tenuiata
eupithecia_tripunctaria,Eupithecia tripunctaria
eupithecia_trisignaria,Eupithecia trisignaria
eupithecia_valerianata,Eupithecia valerianata
eupithecia_venosata,Eupithecia venosata
eupithecia_virgaureata,Eupithecia virgaureata
eupithecia_vulgata,Eupithecia vulgata
eupithecia_vulgata_subsp__scotica,Eupithecia vulgata subsp. scotica
eupithecia_vulgata_subsp__vulgata,Eupithecia vulgata subsp. vulgata
euplexia_lucipara,Euplexia lucipara
eupoecilia_angustana,Eupoecilia angustana
eupoecilia_angustana_angustana,Eupoecilia angustana angustana
eupoecilia_angustana_form_fasciella,Eupoecilia angustana form fasciella
euproctis_chrysorrhoea,Euproctis chrysorrhoea
euproctis_similis,Euproctis similis
eupsilia_transversa,Eupsilia transversa
eurois_occulta,Eurois occulta
euspilapteryx_auroguttella,Euspilapteryx auroguttella
eustroma_reticulata,Eustroma reticulata
euthrix_potatoria,Euthrix potatoria
euxoa_cursoria,Euxoa cursoria
euxoa_nigricans,Euxoa nigricans
euxoa_obelisca,Euxoa obelisca
euxoa_tritici,Euxoa tritici
euzophera_pinguis,Euzophera pinguis
evergestis_forficalis,Evergestis forficalis
evergestis_pallidata,Evergestis pallidata
exapate_congelatella,Exapate congelatella
exoteleia_dodecella,Exoteleia dodecella
falcaria_lacertinaria,Falcaria lacertinaria
fomoria_septembrella,Fomoria septembrella
fomoria_weaveri,Fomoria weaveri
furcula_bicuspis,Furcula bicuspis
furcula_bifida,Furcula bifida
furcula_furcula,Furcula furcula
gandaritis_pyraliata,Gandaritis pyraliata
gelechia_rhombella,Gelechia rhombella
gelechia_sororculella,Gelechia sororculella
geometra_papilionaria,Geometra papilionaria
geometridae,Geometridae
gillmeria_ochrodactyla,Gillmeria ochrodactyla
gillmeria_pallidactyla,Gillmeria pallidactyla
glyphipterix_fuscoviridella,Glyphipterix fuscoviridella
glyphipterix_haworthana,Glyphipterix haworthana
glyphipterix_schoenicolella,Glyphipterix schoenicolella
glyphipterix_simpliciella,Glyphipterix simpliciella
glyphipterix_thrasonella,Glyphipterix thrasonella
gortyna_flavago,Gortyna flavago
gracillaria_syringella,Gracillaria syringella
graphiphora_augur,Graphiphora augur
grapholita_compositella,Grapholita compositella
grapholita_funebrana,Grapholita funebrana
grapholita_janthinana,Grapholita janthinana
grapholita_jungiella,Grapholita jungiella
grapholita_tenebrosana,Grapholita tenebrosana
griposia_aprilina,Griposia aprilina
gymnoscelis_rufifasciata,Gymnoscelis rufifasciata
gynnidomorpha_vectisana,Gynnidomorpha vectisana
gypsonoma_aceriana,Gypsonoma aceriana
gypsonoma_dealbana,Gypsonoma dealbana
gypsonoma_sociana,Gypsonoma sociana
habrosyne_pyritoides,Habrosyne pyritoides
hada_plebeja,Hada plebeja
hadena_bicruris,Hadena bicruris
hadena_confusa,Hadena confusa
hadena_perplexa,Hadena perplexa
hadena_perplexa_capsophila,Hadena perplexa capsophila
hadena_perplexa_perplexa,Hadena perplexa perplexa
hecatera_bicolorata,Hecatera bicolorata
hedya_atropunctana,Hedya atropunctana
hedya_nubiferana,Hedya nubiferana
hedya_ochroleucana,Hedya ochroleucana
hedya_pruniana,Hedya pruniana
hedya_salicella,Hedya salicella
helcystogramma_rufescens,Helcystogramma rufescens
helicoverpa_armigera,Helicoverpa armigera
heliothis_peltigera,Heliothis peltigera
heliozela_hammoniella,Heliozela hammoniella
heliozela_resplendella,Heliozela resplendella
heliozela_sericiella,Heliozela sericiella
hellinsia_osteodactylus,Hellinsia osteodactylus
hellinsia_tephradactyla,Hellinsia tephradactyla
helotropha_leucostigma,Helotropha leucostigma
helotropha_leucostigma_leucostigma,Helotropha leucostigma leucostigma
hemaris_tityus,Hemaris tityus
hemistola_chrysoprasaria,Hemistola chrysoprasaria
hemithea_aestivaria,Hemithea aestivaria
hepialus_humuli,Hepialus humuli
herminia_grisealis,Herminia grisealis
herminia_tarsipennalis,Herminia tarsipennalis
hippotion_celerio,Hippotion celerio
hofmannophila_pseudospretella,Hofmannophila pseudospretella
homoeosoma_nebulella,Homoeosoma nebulella
homoeosoma_sinuella,Homoeosoma sinuella
hoplodrina,Hoplodrina
hoplodrina_blanda,Hoplodrina blanda
hoplodrina_octogenaria,Hoplodrina octogenaria
hoplodrina_octogenaria_blanda,Hoplodrina octogenaria/blanda
horisme,Horisme
horisme_vitalbata,Horisme vitalbata
hydraecia_micacea,Hydraecia micacea
hydraecia_petasitis,Hydraecia petasitis
hydrelia_flammeolaria,Hydrelia flammeolaria
hydrelia_sylvata,Hydrelia sylvata
hydriomena_furcata,Hydriomena furcata
hydriomena_impluviata,Hydriomena impluviata
hydriomena_ruberata,Hydriomena ruberata
hylaea_fasciaria,Hylaea fasciaria
hyles_gallii,Hyles gallii
hyles_livornica,Hyles livornica
hypatima_rhomboidella,Hypatima rhomboidella
hypena_crassalis,Hypena crassalis
hypena_proboscidalis,Hypena proboscidalis
hypenodes_humidalis,Hypenodes humidalis
hypomecis_punctinalis,Hypomecis punctinalis
hyppa_rectilinea,Hyppa rectilinea
hypsopygia_costalis,Hypsopygia costalis
hypsopygia_glaucinalis,Hypsopygia glaucinalis
hysterophora_maculosana,Hysterophora maculosana
idaea,Idaea
idaea_aversata,Idaea aversata
idaea_aversata_ab__remutata,Idaea aversata ab. remutata
idaea_biselata,Idaea biselata
idaea_dimidiata,Idaea dimidiata
idaea_fuscovenosa,Idaea fuscovenosa
idaea_muricata,Idaea muricata
idaea_rusticata,Idaea rusticata
idaea_seriata,Idaea seriata
idaea_straminata,Idaea straminata
idaea_subsericeata,Idaea subsericeata
incurvaria,Incurvaria
incurvaria_masculella,Incurvaria masculella
incurvaria_oehlmanniella,Incurvaria oehlmanniella
incurvaria_pectinea,Incurvaria pectinea
incurvaria_praelatella,Incurvaria praelatella
ipimorpha_subtusa,Ipimorpha subtusa
isotrias_rectifasciana,Isotrias rectifasciana
jodis_lactearia,Jodis lactearia
korscheltellus_fusconebulosa,Korscheltellus fusconebulosa
korscheltellus_fusconebulosa_form_gallicus,Korscheltellus fusconebulosa form gallicus
korscheltellus_lupulina,Korscheltellus lupulina
lacanobia_contigua,Lacanobia contigua
lacanobia_oleracea,Lacanobia oleracea
lacanobia_splendens,Lacanobia splendens
lacanobia_suasa,Lacanobia suasa
lacanobia_thalassina,Lacanobia thalassina
lampronia_corticella,Lampronia corticella
lampronia_fuscatella,Lampronia fuscatella
lampronia_luzella,Lampronia luzella
lampronia_morosa,Lampronia morosa
lampronia_pubicornis,Lampronia pubicornis
lampropteryx_otregiata,Lampropteryx otregiata
lampropteryx_suffumata,Lampropteryx suffumata
laothoe_populi,Laothoe populi
larentia_clavaria,Larentia clavaria
lasiocampa_quercus,Lasiocampa quercus
lasiocampa_quercus_callunae,Lasiocampa quercus callunae
lasiocampa_quercus_quercus,Lasiocampa quercus quercus
lasiocampidae,Lasiocampidae
laspeyria_flexula,Laspeyria flexula
lateroligia_ophiogramma,Lateroligia ophiogramma
lathronympha_strigana,Lathronympha strigana
leptologia_lota,Leptologia lota
leptologia_macilenta,Leptologia macilenta
leucania_comma,Leucania comma
leucania_obsoleta,Leucania obsoleta
leucoma_salicis,Leucoma salicis
leucoptera_laburnella,Leucoptera laburnella
leucoptera_malifoliella,Leucoptera malifoliella
leucoptera_spartifoliella,Leucoptera spartifoliella
ligdia_adustata,Ligdia adustata
limnaecia_phragmitella,Limnaecia phragmitella
lithophane_leautieri,Lithophane leautieri
lithophane_leautieri_hesperica,Lithophane leautieri hesperica
lithophane_ornitopus,Lithophane ornitopus
lithophane_ornitopus_lactipennis,Lithophane ornitopus lactipennis
lithophane_semibrunnea,Lithophane semibrunnea
lithophane_socia,Lithophane socia
lithosia_quadra,Lithosia quadra
litoligia_literosa,Litoligia literosa
lobesia_abscisana,Lobesia abscisana
lobesia_littoralis,Lobesia littoralis
lobesia_reliquana,Lobesia reliquana
lobophora_halterata,Lobophora halterata
lomaspilis_marginata,Lomaspilis marginata
lomographa_bimaculata,Lomographa bimaculata
lomographa_temerata,Lomographa temerata
loxostege_sticticalis,Loxostege sticticalis
lozotaenia_forsterana,Lozotaenia forsterana
luperina_nickerlii_gueneei,Luperina nickerlii gueneei
luperina_testacea,Luperina testacea
lycia_hirtaria,Lycia hirtaria
lycophotia_porphyrea,Lycophotia porphyrea
lygephila_pastinum,Lygephila pastinum
lymantria_monacha,Lymantria monacha
lyonetia_clerkella,Lyonetia clerkella
macaria_alternata,Macaria alternata
macaria_brunneata,Macaria brunneata
macaria_liturata,Macaria liturata
macaria_notata,Macaria notata
macaria_wauaria,Macaria wauaria
macdunnoughia_confusa,Macdunnoughia confusa
macroglossum_stellatarum,Macroglossum stellatarum
macrothylacia_rubi,Macrothylacia rubi
malacosoma_neustria,Malacosoma neustria
mamestra_brassicae,Mamestra brassicae
martania_taeniata,Martania taeniata
matilella_fusca,Matilella fusca
melanchra_persicariae,Melanchra persicariae
melanthia_procellata,Melanthia procellata
menophra_abruptaria,Menophra abruptaria
merrifieldia_baliodactylus,Merrifieldia baliodactylus
merrifieldia_leucodactyla,Merrifieldia leucodactyla
merrifieldia_tridactyla,Merrifieldia tridactyla
mesapamea,Mesapamea
mesapamea_didyma,Mesapamea didyma
mesapamea_secalis,Mesapamea secalis
mesapamea_secalis_agg_,Mesapamea secalis agg.
mesoleuca_albicillata,Mesoleuca albicillata
mesoligia_furuncula,Mesoligia furuncula
mesotype_didymata,Mesotype didymata
mesotype_didymata_didymata,Mesotype didymata didymata
metzneria_lappella,Metzneria lappella
metzneria_metzneriella,Metzneria metzneriella
micropterix_aruncella,Micropterix aruncella
micropterix_aureatella,Micropterix aureatella
micropterix_calthella,Micropterix calthella
micropterix_mansuetella,Micropterix mansuetella
micropterix_tunbergella,Micropterix tunbergella
mimas_tiliae,Mimas tiliae
mirificarma_mulinella,Mirificarma mulinella
mniotype_adusta,Mniotype adusta
mompha_bradleyi,Mompha bradleyi
mompha_conturbatella,Mompha conturbatella
mompha_epilobiella,Mompha epilobiella
mompha_lacteella,Mompha lacteella
mompha_langiella,Mompha langiella
mompha_locupletella,Mompha locupletella
mompha_miscella,Mompha miscella
mompha_ochraceella,Mompha ochraceella
mompha_propinquella,Mompha propinquella
mompha_raschkiella,Mompha raschkiella
mompha_subbistrigella,Mompha subbistrigella
mompha_terminella,Mompha terminella
monochroa_cytisella,Monochroa cytisella
monochroa_lucidella,Monochroa lucidella
monochroa_suffusella,Monochroa suffusella
monochroa_tenebrella,Monochroa tenebrella
monopis_crocicapitella,Monopis crocicapitella
monopis_imella,Monopis imella
monopis_laevigella,Monopis laevigella
monopis_obviella,Monopis obviella
monopis_weaverella,Monopis weaverella
mormo_maura,Mormo maura
myelois_circumvoluta,Myelois circumvoluta
mythimna_conigera,Mythimna conigera
mythimna_ferrago,Mythimna ferrago
mythimna_impura,Mythimna impura
mythimna_impura_subsp__impura,Mythimna impura subsp. impura
mythimna_litoralis,Mythimna litoralis
mythimna_pallens,Mythimna pallens
mythimna_pudorina,Mythimna pudorina
mythimna_straminea,Mythimna straminea
mythimna_turca,Mythimna turca
mythimna_unipuncta,Mythimna unipuncta
mythimna_vitellina,Mythimna vitellina
naenia_typica,Naenia typica
narycia_duplicella,Narycia duplicella
nebula_salicata_subsp__latentaria,Nebula salicata subsp. latentaria
nemapogon_clematella,Nemapogon clematella
nemapogon_cloacella,Nemapogon cloacella
nemapogon_koenigi,Nemapogon koenigi
nematopogon,Nematopogon
nematopogon_metaxella,Nematopogon metaxella
nematopogon_pilella,Nematopogon pilella
nematopogon_schwarziellus,Nematopogon schwarziellus
nematopogon_swammerdamella,Nematopogon swammerdamella
nemaxera_betulinella,Nemaxera betulinella
nemophora_cupriacella,Nemophora cupriacella
nemophora_degeerella,Nemophora degeerella
nemophora_fasciella,Nemophora fasciella
neocochylis_dubitana,Neocochylis dubitana
neofaculta_ericetella,Neofaculta ericetella
neosphaleroptera_nubilana,Neosphaleroptera nubilana
neotelphusa_sequax,Neotelphusa sequax
niditinea_fuscella,Niditinea fuscella
noctua_comes,Noctua comes
noctua_fimbriata,Noctua fimbriata
noctua_interjecta,Noctua interjecta
noctua_interjecta_caliginosa,Noctua interjecta caliginosa
noctua_interjecta_interjecta,Noctua interjecta interjecta
noctua_janthe,Noctua janthe
noctua_pronuba,Noctua pronuba
noctuidae,Noctuidae
nola_confusalis,Nola confusalis
nola_cucullatella,Nola cucullatella
nomophila_noctuella,Nomophila noctuella
nonagria_typhae,Nonagria typhae
notocelia,Notocelia
notocelia_cynosbatella,Notocelia cynosbatella
notocelia_incarnatana,Notocelia incarnatana
notocelia_roborana,Notocelia roborana
notocelia_rosaecolana,Notocelia rosaecolana
notocelia_trimaculana,Notocelia trimaculana
notocelia_uddmanniana,Notocelia uddmanniana
notodonta_dromedarius,Notodonta dromedarius
notodonta_ziczac,Notodonta ziczac
nudaria_mundana,Nudaria mundana
nycteola_revayana,Nycteola revayana
nycterosea_obstipata,Nycterosea obstipata
nymphula_nitidulata,Nymphula nitidulata
ochropacha_duplaris,Ochropacha duplaris
ochropleura_plecta,Ochropleura plecta
ochsenheimeria_taurella,Ochsenheimeria taurella
ochsenheimeria_urella,Ochsenheimeria urella
ocnerostoma_friesei,Ocnerostoma friesei
odezia_atrata,Odezia atrata
odontopera_bidentata,Odontopera bidentata
odontosia_carmelita,Odontosia carmelita
oegoconia,Oegoconia
oidaematophorus_lithodactyla,Oidaematophorus lithodactyla
oinophila_v_flava,Oinophila v-flava
olethreutes_arcuella,Olethreutes arcuella
oligia,Oligia
oligia_fasciuncula,Oligia fasciuncula
oligia_latruncula,Oligia latruncula
oligia_strigilis,Oligia strigilis
oligia_strigilis_agg_,Oligia strigilis agg.
oligia_versicolor,Oligia versicolor
olindia_schumacherana,Olindia schumacherana
operophtera,Operophtera
operophtera_brumata,Operophtera brumata
operophtera_fagata,Operophtera fagata
opisthograptis_luteolata,Opisthograptis luteolata
opostega_salaciella,Opostega salaciella
orgyia_antiqua,Orgyia antiqua
ortholepis_betulae,Ortholepis betulae
orthonama_vittata,Orthonama vittata
orthosia_cerasi,Orthosia cerasi
orthosia_cruda,Orthosia cruda
orthosia_gothica,Orthosia gothica
orthosia_gracilis,Orthosia gracilis
orthosia_incerta,Orthosia incerta
orthosia_miniosa,Orthosia miniosa
orthosia_opima,Orthosia opima
orthosia_populeti,Orthosia populeti
orthotaenia_undulana,Orthotaenia undulana
orthotelia_sparganella,Orthotelia sparganella
ourapteryx_sambucaria,Ourapteryx sambucaria
oxypteryx_atrella,Oxypteryx atrella
palpita_vitrealis,Palpita vitrealis
pammene_aurana,Pammene aurana
pammene_aurita,Pammene aurita
pammene_fasciana,Pammene fasciana
pammene_gallicana,Pammene gallicana
pammene_germmana,Pammene germmana
pammene_ignorata,Pammene ignorata
pammene_obscurana,Pammene obscurana
pammene_populana,Pammene populana
pammene_regiana,Pammene regiana
pammene_rhediella,Pammene rhediella
pancalia_leuwenhoekella,Pancalia leuwenhoekella
pandemis_cerasana,Pandemis cerasana
pandemis_cinnamomeana,Pandemis cinnamomeana
pandemis_corylana,Pandemis corylana
pandemis_dumetana,Pandemis dumetana
pandemis_heparana,Pandemis heparana
panemeria_tenebrata,Panemeria tenebrata
panolis_flammea,Panolis flammea
papestra_biren,Papestra biren
paradarisa_consonaria,Paradarisa consonaria
parapoynx_stratiotata,Parapoynx stratiotata
parascotia_fuliginaria,Parascotia fuliginaria
parasemia_plantaginis,Parasemia plantaginis
parasemia_plantaginis_plantaginis,Parasemia plantaginis plantaginis
parastichtis_suspecta,Parastichtis suspecta
paraswammerdamia_albicapitella,Paraswammerdamia albicapitella
paraswammerdamia_nebulella,Paraswammerdamia nebulella
paratalanta_pandalis,Paratalanta pandalis
parornix,Parornix
parornix_anglicella,Parornix anglicella
parornix_betulae,Parornix betulae
parornix_devoniella,Parornix devoniella
parornix_finitimella,Parornix finitimella
parornix_loganella,Parornix loganella
parornix_scoticella,Parornix scoticella
parornix_torquillella,Parornix torquillella
pasiphila_chloerata,Pasiphila chloerata
pasiphila_debiliata,Pasiphila debiliata
pasiphila_rectangulata,Pasiphila rectangulata
patania_ruralis,Patania ruralis
pediasia_aridella,Pediasia aridella
pelosia_obtusa,Pelosia obtusa
pelurga_comitata,Pelurga comitata
pempelia_palumbella,Pempelia palumbella
pennithera_firmata,Pennithera firmata
perconia_strigillaria,Perconia strigillaria
peribatodes_rhomboidaria,Peribatodes rhomboidaria
peridea_anceps,Peridea anceps
peridroma_saucia,Peridroma saucia
perittia_obscurepunctella,Perittia obscurepunctella
perizoma_affinitata,Perizoma affinitata
perizoma_albulata,Perizoma albulata
perizoma_albulata_albulata,Perizoma albulata albulata
perizoma_alchemillata,Perizoma alchemillata
perizoma_bifaciata,Perizoma bifaciata
perizoma_blandiata,Perizoma blandiata
perizoma_blandiata_blandiata,Perizoma blandiata blandiata
perizoma_flavofasciata,Perizoma flavofasciata
perizoma_minorata,Perizoma minorata
perizoma_minorata_ericetata,Perizoma minorata ericetata
petrophora_chlorosata,Petrophora chlorosata
phalera_bucephala,Phalera bucephala
phaulernis_fulviguttella,Phaulernis fulviguttella
pheosia_gnoma,Pheosia gnoma
pheosia_tremula,Pheosia tremula
phiaris_micana,Phiaris micana
phiaris_palustrana,Phiaris palustrana
phiaris_schulziana,Phiaris schulziana
phibalapteryx_virgata,Phibalapteryx virgata
phigalia_pilosaria,Phigalia pilosaria
philedone_gerningana,Philedone gerningana
philedonides_lunana,Philedonides lunana
philereme_transversata,Philereme transversata
philereme_transversata_britannica,Philereme transversata britannica
philereme_vetulata,Philereme vetulata
phlogophora_meticulosa,Phlogophora meticulosa
photedes_captiuncula,Photedes captiuncula
photedes_captiuncula_expolita,Photedes captiuncula expolita
photedes_captiuncula_subsp__tincta,Photedes captiuncula subsp. tincta
photedes_minima,Photedes minima
phragmatobia_fuliginosa,Phragmatobia fuliginosa
phragmatobia_fuliginosa_borealis,Phragmatobia fuliginosa borealis
phragmatobia_fuliginosa_fuliginosa,Phragmatobia fuliginosa fuliginosa
phtheochroa_inopiana,Phtheochroa inopiana
phtheochroa_sodaliana,Phtheochroa sodaliana
phycita_roborella,Phycita roborella
phycitodes,Phycitodes
phycitodes_binaevella,Phycitodes binaevella
phycitodes_maritima,Phycitodes maritima
phycitodes_saxicola,Phycitodes saxicola
phyllocnistis_unipunctella,Phyllocnistis unipunctella
phyllonorycter,Phyllonorycter
phyllonorycter_acerifoliella,Phyllonorycter acerifoliella
phyllonorycter_anderidae,Phyllonorycter anderidae
phyllonorycter_blancardella,Phyllonorycter blancardella
phyllonorycter_coryli,Phyllonorycter coryli
phyllonorycter_corylifoliella,Phyllonorycter corylifoliella
phyllonorycter_dubitella,Phyllonorycter dubitella
phyllonorycter_emberizaepenella,Phyllonorycter emberizaepenella
phyllonorycter_froelichiella,Phyllonorycter froelichiella
phyllonorycter_geniculella,Phyllonorycter geniculella
phyllonorycter_harrisella,Phyllonorycter harrisella
phyllonorycter_heegeriella,Phyllonorycter heegeriella
phyllonorycter_hilarella,Phyllonorycter hilarella
phyllonorycter_joannisi,Phyllonorycter joannisi
phyllonorycter_junoniella,Phyllonorycter junoniella
phyllonorycter_klemannella,Phyllonorycter klemannella
phyllonorycter_lantanella,Phyllonorycter lantanella
phyllonorycter_lautella,Phyllonorycter lautella
phyllonorycter_leucographella,Phyllonorycter leucographella
phyllonorycter_maestingella,Phyllonorycter maestingella
phyllonorycter_mespilella,Phyllonorycter mespilella
phyllonorycter_messaniella,Phyllonorycter messaniella
phyllonorycter_muelleriella,Phyllonorycter muelleriella
phyllonorycter_nicellii,Phyllonorycter nicellii
phyllonorycter_oxyacanthae,Phyllonorycter oxyacanthae
phyllonorycter_platani,Phyllonorycter platani
phyllonorycter_quercifoliella,Phyllonorycter quercifoliella
phyllonorycter_rajella,Phyllonorycter rajella
phyllonorycter_roboris,Phyllonorycter roboris
phyllonorycter_salicicolella,Phyllonorycter salicicolella
phyllonorycter_sorbi,Phyllonorycter sorbi
phyllonorycter_spinicolella,Phyllonorycter spinicolella
phyllonorycter_stettinensis,Phyllonorycter stettinensis
phyllonorycter_trifasciella,Phyllonorycter trifasciella
phyllonorycter_tristrigella,Phyllonorycter tristrigella
phyllonorycter_ulicicolella,Phyllonorycter ulicicolella
phyllonorycter_ulmifoliella,Phyllonorycter ulmifoliella
phyllonorycter_viminetorum,Phyllonorycter viminetorum
phyllonorycter_viminiella,Phyllonorycter viminiella
phylloporia_bistrigella,Phylloporia bistrigella
phymatopus_hecta,Phymatopus hecta
phytometra_viridaria,Phytometra viridaria
piniphila_bifasciana,Piniphila bifasciana
plagodis_dolabraria,Plagodis dolabraria
plagodis_pulveraria,Plagodis pulveraria
platyptilia_gonodactyla,Platyptilia gonodactyla
platyptilia_isodactylus,Platyptilia isodactylus
plemyria_rubiginata,Plemyria rubiginata
plemyria_rubiginata_plumbata,Plemyria rubiginata plumbata
plemyria_rubiginata_rubiginata,Plemyria rubiginata rubiginata
pleurota_bicostella,Pleurota bicostella
plodia_interpunctella,Plodia interpunctella
plusia_festucae,Plusia festucae
plusia_putnami,Plusia putnami
plusia_putnami_gracilis,Plusia putnami gracilis
plutella_porrectella,Plutella porrectella
plutella_xylostella,Plutella xylostella
poecilocampa_populi,Poecilocampa populi
polia_hepatica,Polia hepatica
polia_nebulosa,Polia nebulosa
polychrysia_moneta,Polychrysia moneta
polymixis_lichenea,Polymixis lichenea
polymixis_lichenea_lichenea,Polymixis lichenea lichenea
polyploca_ridens,Polyploca ridens
prays_fraxinella,Prays fraxinella
prays_ruficeps,Prays ruficeps
pristerognatha_penthinana,Pristerognatha penthinana
prochoreutis_myllerana,Prochoreutis myllerana
prolita_sexpunctella,Prolita sexpunctella
prolita_solutella,Prolita solutella
protodeltote_pygarga,Protodeltote pygarga
protoschinia_scutosa,Protoschinia scutosa
pseudargyrotoza_conwagana,Pseudargyrotoza conwagana
pseudococcyx_turionella,Pseudococcyx turionella
pseudoips_prasinana,Pseudoips prasinana
pseudoips_prasinana_britannica,Pseudoips prasinana britannica
pseudopanthera,Pseudopanthera
pseudopanthera_macularia,Pseudopanthera macularia
pseudoswammerdamia_combinella,Pseudoswammerdamia combinella
pseudotelphusa_paripunctella,Pseudotelphusa paripunctella
pseudoterpna_pruinata,Pseudoterpna pruinata
pseudoterpna_pruinata_atropunctaria,Pseudoterpna pruinata atropunctaria
psoricoptera_gibbosella,Psoricoptera gibbosella
psyche_casta,Psyche casta
psychoides_filicivora,Psychoides filicivora
psychoides_verhuella,Psychoides verhuella
pterapherapteryx_sexalata,Pterapherapteryx sexalata
pterophoridae,Pterophoridae
pterophorus_pentadactyla,Pterophorus pentadactyla
pterostoma_palpina,Pterostoma palpina
