taxon,period,count
taxon,12,2
taxon,21,3
taxon,17,3
taxon,13,6
taxon,20,1
taxon,43,1
taxon,46,2
taxon,3,2
taxon,15,1
taxon,23,2
taxon,18,4
taxon,9,2
taxon,48,1
taxon,19,2
taxon,4,2
taxon,27,1
taxon,36,9
taxon,30,1
taxon,47,1
taxon,14,1
taxon,39,1
taxon,25,1
taxon,52,1
taxon,1,1
