taxon,period,count
taxon,17,2
taxon,36,16
taxon,18,2
taxon,3,5
taxon,35,1
taxon,25,1
taxon,4,4
taxon,47,5
taxon,12,5
taxon,52,2
taxon,45,3
taxon,20,1
taxon,2,4
taxon,9,3
taxon,43,5
taxon,1,2
taxon,5,2
taxon,21,2
taxon,46,2
taxon,16,2
taxon,34,1
taxon,13,3
taxon,19,5
taxon,44,1
taxon,30,1
taxon,40,1
taxon,6,1
taxon,10,1
taxon,14,2
taxon,48,4
taxon,15,1
taxon,23,1
taxon,37,1
taxon,41,1
taxon,39,1
