taxon,period,count
taxon,2,3
taxon,13,8
taxon,16,3
taxon,11,3
taxon,21,11
taxon,17,3
taxon,20,3
taxon,23,3
taxon,48,2
taxon,36,9
taxon,19,8
taxon,53,1
taxon,52,4
taxon,12,5
taxon,1,4
taxon,22,2
taxon,3,3
taxon,18,4
taxon,43,5
taxon,5,1
taxon,4,5
taxon,46,6
taxon,41,3
taxon,26,1
taxon,34,1
taxon,47,3
taxon,44,1
taxon,45,1
taxon,7,3
taxon,9,2
taxon,30,1
taxon,15,1
taxon,40,1
taxon,39,2
taxon,42,1
taxon,49,1
taxon,25,1
