taxon,period,count
taxon,12,3
taxon,18,2
taxon,21,3
taxon,36,3
taxon,16,2
taxon,19,6
taxon,47,1
taxon,15,3
taxon,11,2
taxon,25,1
taxon,4,2
taxon,48,2
taxon,13,2
taxon,17,2
taxon,35,3
taxon,14,4
taxon,27,1
taxon,1,1
taxon,23,1
taxon,2,1
taxon,49,1
taxon,3,1
taxon,44,2
taxon,42,1
taxon,37,1
