gr,recn,yearStart,yearEnd
TQ18P,1,2022,2022
TQ27U,2,2016,2019
TQ18M,1,2023,2023
TQ29V,1,2019,2019
TQ28Z,1,2022,2022
TQ18L,1,2016,2016
TQ27D,1,2023,2023
TQ28Y,1,2017,2017
TQ28T,1,2018,2018
