gr,recn,yearStart,yearEnd
TQ17K,1,2018,2018
TQ17Y,1,2007,2007
TQ39J,2,2022,2022
TQ27D,1,2023,2023
TQ18M,3,2023,2023
TQ27U,2,2008,2019
TQ39C,2,2022,2023
TQ29T,1,2022,2022
TQ19L,1,2021,2021
TQ09V,1,2022,2022
