gr,recn,yearStart,yearEnd
TQ39C,1,2023,2023
TQ19L,1,2013,2013
TQ19M,1,2021,2021
TQ28N,2,2013,2018
TQ18N,1,2022,2022
TQ28T,1,2018,2018
